scrubbed_species_binomial,trait_name,trait_value,unit,method,latitude,longitude,elevation_m,url_source,project_pi,project_pi_contact,access,id
Miscanthus sinensis,leaf phosphorus content per leaf dry mass,2.4,mg.g-1,phosphorus molybdenum blues spectrophotometric methods,19.1,109.83,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15821464
Miscanthus sinensis,whole plant woodiness,herbaceous,NA,NA,NA,NA,NA,http://datadryad.org/resource/doi:10.5061/dryad.63q27.2,Zanne AE,aezanne@gmail.com,public,15756496
Miscanthus sinensis,whole plant growth form diversity,Herb,NA,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,NA,NA,NA,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K",engemann@bios.au.dk,public,14672783
Miscanthus sinensis,leaf phosphorus content per leaf dry mass,0.4382,mg.g-1,"phosphorus molybdenum blues photometry(Piper, 1947)",31,110,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,504111
Miscanthus sinensis,flower color,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,public,2063582
Miscanthus sinensis,leaf phosphorus content per leaf dry mass,0.85,mg.g-1,"phosphorus molybdenum blues photometry(Piper, 1947)",24.78,110.48,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15756116
Miscanthus sinensis,whole plant growth form,Herb,NA,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,NA,NA,NA,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K",engemann@bios.au.dk,public,14672782
Miscanthus sinensis,leaf nitrogen content per leaf dry mass,11.2,mg.g-1,Nessler's reagent colorimetric method ,19.1,109.83,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15821485
Miscanthus sinensis,seed mass,0.95,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,489448
Neyraudia reynaudiana,whole plant growth form,graminoid,NA,NA,NA,NA,NA,http://www.jstor.org.ezproxy1.library.arizona.edu/stable/pdf/2992085.pdf,Hou HY,NA,public,284178
Neyraudia reynaudiana,whole plant growth form diversity,Herb,NA,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,NA,NA,NA,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K",engemann@bios.au.dk,public,14672938
Neyraudia reynaudiana,whole plant woodiness,herbaceous,NA,NA,NA,NA,NA,http://datadryad.org/resource/doi:10.5061/dryad.63q27.2,Zanne AE,aezanne@gmail.com,public,15768404
Neyraudia reynaudiana,whole plant growth form,Herb,NA,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,NA,NA,NA,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K",engemann@bios.au.dk,public,14672588
Pennisetum ciliare,seed mass,0.4,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,457273
Pennisetum ciliare,seed mass,0.7,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,457277
Pennisetum ciliare,seed mass,0.7,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,686618
Pennisetum ciliare,seed mass,0.8,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,457269
Pennisetum ciliare,seed mass,0.6,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,685921
Pennisetum ciliare,seed mass,0.8,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,457278
Pennisetum ciliare,seed mass,1.6,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,686619
Pennisetum ciliare,whole plant growth form,grass,NA,NA,NA,NA,NA,NA,Murty  YS,NA,public,1954621
Pennisetum ciliare,seed mass,0.4,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,686740
Pennisetum ciliare,seed mass,1.6,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,120754
Pennisetum ciliare,seed mass,0.8,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,457268
Pennisetum ciliare,seed mass,0.7,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,457275
Pennisetum ciliare,seed mass,1.2,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,480162
Pennisetum ciliare,seed mass,0.6,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,457274
Pennisetum ciliare,seed mass,1.6,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,457276
Phragmites australis,leaf nitrogen content per leaf dry mass,33,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571440
Phragmites australis,leaf carbon content per leaf nitrogen content,17.41,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.68,-92.81,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572151
Phragmites australis,leaf nitrogen content per leaf dry mass,30.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15861821
Phragmites australis,leaf nitrogen content per leaf dry mass,27.9,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571449
Phragmites australis,leaf carbon content per leaf dry mass,464.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.55,-70.6,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571597
Phragmites australis,leaf phosphorus content per leaf dry mass,1.15,mg.g-1,"phosphorus molybdenum blues photometry(Piper, 1947)",37.5,94.5,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15761112
Phragmites australis,leaf area per leaf dry mass,13.62,m2.kg-1,area/dry mass (Cornelissen et al. 2003),NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939701
Phragmites australis,leaf carbon content per leaf dry mass,450.8,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571318
Phragmites australis,leaf nitrogen content per leaf dry mass,33.6,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.68,-92.81,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571478
Phragmites australis,leaf carbon content per leaf dry mass,463.2,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,43.36,-70.48,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571701
Phragmites australis,leaf carbon content per leaf nitrogen content,21.48,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572335
Phragmites australis,leaf dry mass per leaf fresh mass,432.35,mg.g-1,laboratory/greenhouse/garden experiment; rehydration status unknown,NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939707
Phragmites australis,leaf carbon content per leaf dry mass,457.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571254
Phragmites australis,leaf carbon content per leaf nitrogen content,14.7,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572138
Phragmites australis,leaf area per leaf dry mass,23.5,m2.kg-1,area/dry mass (Cornelissen et al. 2003),NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939350
Phragmites australis,leaf nitrogen content per leaf dry mass,35,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570909
Phragmites australis,leaf carbon content per leaf dry mass,461.6,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.3,-72.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571258
Phragmites australis,leaf carbon content per leaf dry mass,458.1,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571327
Phragmites australis,leaf carbon content per leaf nitrogen content,16.84,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571721
Phragmites australis,leaf area per leaf dry mass,15.5,m2.kg-1,area/dry mass (Cornelissen et al. 2003),NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939351
Phragmites australis,leaf area per leaf dry mass,15.29,m2.kg-1,area/dry mass (Cornelissen et al. 2003),NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939695
Phragmites australis,leaf carbon content per leaf dry mass,462.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571323
Phragmites australis,leaf nitrogen content per leaf dry mass,30.42,mg.g-1,NA,36.7,109.5167,NA,http://datadryad.org/resource/doi:10.5061/dryad.b5tr9,Fu B,bfu@rcees.ac.cn,public,15396338
Phragmites australis,leaf nitrogen content per leaf dry mass,32.6,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570949
Phragmites australis,leaf carbon content per leaf dry mass,454.7,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571571
Phragmites australis,leaf area per leaf dry mass,15.5,m2.kg-1,area/dry mass (Cornelissen et al. 2003),NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939686
Phragmites australis,leaf nitrogen content per leaf dry mass,37.3,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.3,-72.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570973
Phragmites australis,leaf carbon content per leaf nitrogen content,15.87,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571730
Phragmites australis,leaf nitrogen content per leaf dry mass,31.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,39.41,-74.73,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571109
